rollno,student_name,emailid,address,contact,mid1_exam_30,mid2_exam_30,attendance_pct_100,backlogs,prev_year_sgpa_10,result
3194,Arjun Sen,arjun.sen1608@gmail.com,"339 Main Boulevard, Mumbai - 678085",7482380714,18.2,26.3,75,0,5.98,Fail
3195,Aisha Dutta,aisha.dutta5675@protonmail.com,"114 Rajendra Boulevard, Chennai - 239724",8645550726,12.1,21.3,96,0,7.27,Pass
3196,Shreya Desai,shreya.desai7315@protonmail.com,"174 Main Lane, Hyderabad - 790351",8801875991,30,27.7,73,0,N/A,Fail
3197,Sneha Chopra,sneha.chopra3783@rediffmail.com,"424 Shivaji Court, Chandigarh - 668350",8366269901,18.6,7.4,58,0,6.23,Pass
3198,Sahil Das,sahil.das8250@icloud.com,"305 Nehru Circle, Mysore - 597869",6076514257,9.3,4.8,93,0,5.44,Pass
3199,Sanjay Bose,sanjay.bose904@yahoo.com,"499 Gandhi Boulevard, Visakhapatnam - 185159",9376281767,0.5,29.1,81,0,4.78,Pass
3200,Yash Malhotra,yash.malhotra6797@protonmail.com,"471 Park Avenue, Ranchi - 702084",8031779095,16.5,27.5,85,0,6.58,Fail
3201,Priya Reddy,priya.reddy5452@protonmail.com,"27 Park Drive, Jaipur - 583002",7418095476,14.6,17.5,83,0,5.16,Pass
3202,Meera Jain,meera.jain8094@protonmail.com,"238 Park Circle, Noida - 757504",7411482830,27.1,27.1,81,0,N/A,Fail
3203,Priya Chopra,priya.chopra6691@protonmail.com,"214 Main Square, Kolkata - 435269",6677137207,19.1,16.4,56,0,7.78,Pass
3204,Rahul Bose,rahul.bose239@protonmail.com,"262 Main Street, Ludhiana - 378050",8082633060,20.4,22.4,94,3,6.62,Pass
3205,Swati Malhotra,swati.malhotra745@hotmail.com,"59 Patel Road, Nashik - 587325",7485879968,14.5,27.7,95,0,7.48,Pass
3206,Yash Sinha,yash.sinha6123@protonmail.com,"230 Patel Circle, Bhopal - 323007",8853660504,21.6,8.4,74,0,7.72,Fail
3207,Rishi Jain,rishi.jain1519@hotmail.com,"1 Patel Circle, Bangalore - 760130",7681497469,20.5,27.2,76,0,7.7,Fail
3208,Karan Saxena,karan.saxena6765@rediffmail.com,"391 Patel Boulevard, Chandigarh - 258924",6973380580,18.0,15.0,89,0,6.3,Fail
3209,Arjun Malhotra,arjun.malhotra2527@hotmail.com,"388 Rajendra Square, Agra - 988738",8071453842,13.6,23.3,68,0,6.09,Pass
3210,Kritika Dutta,kritika.dutta1543@protonmail.com,"29 Patel Lane, Gurgaon - 822022",7952854780,24.9,16.8,83,0,6.68,Fail
3211,Pooja Das,pooja.das6643@protonmail.com,"478 Rajendra Road, Mysore - 700951",9190754533,28.8,14.7,54,0,7.42,Pass
3212,Tanvi Srivastava,tanvi.srivastava5529@outlook.com,"456 Shivaji Avenue, Mumbai - 164660",9157617872,27.8,30,90,0,N/A,Pass
3213,Rishi Chopra,rishi.chopra7584@icloud.com,"380 Main Boulevard, Varanasi - 625787",6388290519,17.6,12.8,95,3,8.49,Fail
3214,Sahil Bhattacharya,sahil.bhattacharya2632@outlook.com,"473 Market Drive, Indore - 708956",9187616595,17.6,16.7,63,0,6.88,Fail
3215,Diya Patel,diya.patel2994@protonmail.com,"301 Shivaji Drive, Mysore - 730532",6693657922,16.7,15.0,92,0,6.05,Fail
3216,Rahul Malhotra,rahul.malhotra2118@outlook.com,"261 Rajendra Circle, Varanasi - 374539",9084660039,15.8,25.4,74,0,7.3,Pass
3217,Sanjay Choudhury,sanjay.choudhury9963@gmail.com,"270 Nehru Lane, Ludhiana - 755784",8861051478,7.5,12.8,88,0,7.71,Fail
3218,Amit Reddy,amit.reddy6049@hotmail.com,"453 Market Court, Indore - 683399",9869815110,14.5,28.5,52,1,4.93,Pass
3219,Priya Jain,priya.jain3660@icloud.com,"121 Gandhi Lane, Noida - 995339",9138262335,7.5,28.8,62,0,7.96,Fail
3220,Simran Rao,simran.rao6766@hotmail.com,"347 Gandhi Path, Delhi - 576949",7053940115,15.5,19.8,47,0,4.08,Pass
3221,Bhavna Bhat,bhavna.bhat5188@outlook.com,"379 Nehru Path, Mysore - 126804",8331894926,14.4,14.4,40,0,5.1,Pass
3222,Tanvi Bhat,tanvi.bhat4269@hotmail.com,"256 Shivaji Road, Nashik - 322451",9127924323,14.4,21.2,80,0,7.91,Fail
3223,Divya Iyer,divya.iyer7287@outlook.com,"142 Shivaji Avenue, Pune - 602805",7268779398,21.7,17.1,47,2,N/A,Pass
3224,Kavya Malhotra,kavya.malhotra9011@protonmail.com,"256 Rajendra Boulevard, Indore - 152722",8138760370,22.3,22.6,60,0,N/A,Pass
3225,Aisha Bhat,aisha.bhat9245@outlook.com,"84 Park Boulevard, Kochi - 716037",9936587169,25.1,18.0,41,0,6.56,Pass
3226,Rishi Dutta,rishi.dutta4893@outlook.com,"369 Rajendra Square, Visakhapatnam - 482562",7932066984,21.2,14.1,73,2,5.64,Fail
3227,Rishi Kumar,rishi.kumar4019@gmail.com,"410 Nehru Boulevard, Jaipur - 931150",9868915078,21.4,14.3,61,0,6.58,Pass
3228,Amit Reddy,amit.reddy8326@hotmail.com,"264 Patel Circle, Kochi - 502117",6524698675,25.4,15.3,95,1,N/A,Pass
3229,Tanvi Sharma,tanvi.sharma476@gmail.com,"166 Main Path, Lucknow - 467715",6881840595,25.1,13.0,58,0,7.84,Pass
3230,Anjali Iyer,anjali.iyer3039@hotmail.com,"210 Market Circle, Hyderabad - 241276",7620220878,18.3,30,43,0,7.37,Fail
3231,Aisha Bhat,aisha.bhat5150@icloud.com,"300 Main Drive, Surat - 949926",7163671981,14.8,18.6,65,0,6.2,Fail
3232,Akshay Bose,akshay.bose7721@rediffmail.com,"334 Market Circle, Pune - 587661",9063223260,11.3,15.2,54,0,6.82,Pass
3233,Vivaan Arora,vivaan.arora8194@protonmail.com,"292 Patel Court, Thiruvananthapuram - 441735",8192240877,25.5,21.8,83,0,4.86,Pass
3234,Sanjay Jain,sanjay.jain6559@yahoo.com,"484 Main Road, Mumbai - 562887",7052305577,16.5,15.6,62,0,6.58,Pass
3235,Isha Das,isha.das1294@protonmail.com,"180 Shivaji Circle, Hyderabad - 170976",9193672322,23.0,21.4,89,0,8.25,Pass
3236,Nikhil Sen,nikhil.sen9681@icloud.com,"434 Patel Street, Gurgaon - 803864",8325658909,15.1,24.0,52,2,5.5,Pass
3237,Yash Chopra,yash.chopra3564@icloud.com,"318 Gandhi Street, Mysore - 575466",6499805645,24.1,22.7,66,0,4.56,Fail
3238,Bhavna Kumar,bhavna.kumar5213@outlook.com,"281 Rajendra Court, Bhopal - 919345",6081638924,23.6,13.1,61,0,6.15,Pass
3239,Meera Gupta,meera.gupta5091@gmail.com,"115 Patel Road, Chandigarh - 353057",6926642748,16.6,14.8,98,0,7.31,Fail
3240,Swati Bhattacharya,swati.bhattacharya2035@outlook.com,"227 Market Avenue, Noida - 513838",9777100457,25.3,16.0,63,0,6.91,Fail
3241,Kavya Kumar,kavya.kumar59@hotmail.com,"484 Patel Circle, Patna - 790949",7346241941,30,24.6,92,0,7.06,Pass
3242,Vivaan Bose,vivaan.bose8866@hotmail.com,"413 Gandhi Court, Bhopal - 258596",7766475690,6.2,18.7,90,0,N/A,Pass
3243,Kavya Kumar,kavya.kumar278@icloud.com,"147 Park Path, Delhi - 927547",9050957780,17.0,19.6,82,0,7.63,Pass
3244,Aryan Pandey,aryan.pandey1473@yahoo.com,"332 Nehru Street, Ludhiana - 388875",9530270686,22.2,30,59,0,N/A,Fail
3245,Sakshi Verma,sakshi.verma2141@protonmail.com,"245 Main Square, Ranchi - 698401",6946068612,21.7,14.6,55,0,6.16,Fail
3246,Nidhi Sharma,nidhi.sharma3700@icloud.com,"336 Shivaji Avenue, Noida - 328102",9552882847,20.7,22.0,63,0,5.96,Pass
3247,Kavya Khanna,kavya.khanna3024@hotmail.com,"140 Shivaji Square, Ludhiana - 359822",6308903691,17.3,18.4,53,0,5.88,Fail
3248,Kritika Khanna,kritika.khanna8918@icloud.com,"378 Shivaji Circle, Nagpur - 273767",8743747498,27.1,19.5,47,0,7.58,Pass
3249,Aarav Arora,aarav.arora8219@gmail.com,"455 Shivaji Square, Noida - 688200",6076528755,16.4,24.1,64,0,5.63,Pass
3250,Arjun Kumar,arjun.kumar6252@hotmail.com,"167 Nehru Square, Surat - 260920",8886316960,28.7,27.4,54,0,5.7,Pass
3251,Ananya Roy,ananya.roy9578@hotmail.com,"476 Patel Drive, Lucknow - 612002",8562766654,13.7,10.4,81,0,6.22,Pass
3252,Divya Bose,divya.bose3622@gmail.com,"389 Gandhi Circle, Hyderabad - 544913",6133835992,25.7,30,92,0,6.79,Pass
3253,Aditya Khanna,aditya.khanna4350@hotmail.com,"393 Park Path, Kolkata - 551035",8855065241,21.0,18.2,45,0,5.66,Fail
3254,Veer Bansal,veer.bansal739@hotmail.com,"305 Patel Square, Chennai - 121935",7470223619,9.2,22.0,99,2,7.53,Pass
3255,Simran Iyer,simran.iyer1993@hotmail.com,"224 Nehru Boulevard, Mumbai - 935461",7532465136,8.5,15.8,60,0,N/A,Pass
3256,Yash Choudhury,yash.choudhury2507@icloud.com,"46 Rajendra Court, Jaipur - 228851",8480378650,22.6,23.7,62,2,5.49,Fail
3257,Varun Singh,varun.singh6035@outlook.com,"463 Main Court, Patna - 387174",7994123781,10.7,21.8,49,0,6.53,Fail
3258,Simran Chopra,simran.chopra1735@protonmail.com,"401 Rajendra Lane, Visakhapatnam - 592687",7938327357,13.8,19.5,48,0,9.26,Pass
3259,Yash Saxena,yash.saxena5510@rediffmail.com,"407 Park Drive, Nagpur - 985548",8569090856,10.6,17.4,85,1,6.4,Pass
3260,Rohan Malhotra,rohan.malhotra6843@outlook.com,"178 Patel Lane, Ranchi - 969536",9244514196,27.3,20.2,97,0,8.52,Pass
3261,Sneha Patel,sneha.patel6511@gmail.com,"462 Rajendra Road, Chandigarh - 572053",6466917780,13.0,30,75,0,5.59,Fail
3262,Rahul Chopra,rahul.chopra267@gmail.com,"204 Shivaji Boulevard, Noida - 957531",6676540872,7.7,11.8,95,1,7.49,Fail
3263,Aisha Bose,aisha.bose5996@yahoo.com,"37 Park Path, Jaipur - 912535",7714613598,15.0,18.2,71,0,N/A,Pass
3264,Nikhil Singh,nikhil.singh6196@icloud.com,"219 Main Court, Visakhapatnam - 987129",7927295160,24.6,21.4,100,0,7.1,Fail
3265,Simran Bansal,simran.bansal9924@yahoo.com,"75 Gandhi Road, Nagpur - 919799",7133624601,21.5,21.9,90,0,6.67,Pass
3266,Arjun Chopra,arjun.chopra4746@gmail.com,"40 Gandhi Circle, Ranchi - 743354",9370822956,24.4,25.8,73,0,5.69,Fail
3267,Yash Chopra,yash.chopra6492@outlook.com,"478 Gandhi Street, Noida - 324840",9372303211,18.9,19.7,91,0,N/A,Fail
3268,Diya Malhotra,diya.malhotra893@rediffmail.com,"352 Patel Road, Agra - 394203",7484913166,9.1,19.3,97,0,N/A,Fail
3269,Karan Gupta,karan.gupta6527@icloud.com,"21 Patel Street, Nagpur - 285883",8409971008,18.9,13.2,81,0,6.71,Fail
3270,Aisha Gupta,aisha.gupta1044@yahoo.com,"87 Patel Avenue, Noida - 222898",8034198534,25.0,28.3,53,0,5.46,Pass
3271,Aditya Kumar,aditya.kumar4871@rediffmail.com,"344 Rajendra Court, Ghaziabad - 986841",8088862204,1.7,16.6,72,0,8.46,Fail
3272,Veer Bansal,veer.bansal863@gmail.com,"244 Market Boulevard, Mysore - 549319",7012023265,30,18.0,55,2,5.78,Pass
3273,Varun Bansal,varun.bansal4007@rediffmail.com,"253 Gandhi Street, Mumbai - 877712",9506215651,9.8,27.8,43,0,6.48,Pass
3274,Rohan Roy,rohan.roy3729@icloud.com,"186 Main Boulevard, Pune - 319654",7547814381,13.7,11.4,56,0,N/A,Pass
3275,Nikhil Saxena,nikhil.saxena3285@yahoo.com,"168 Market Street, Ranchi - 555899",7235771374,20.5,13.1,83,0,6.77,Pass
3276,Divya Reddy,divya.reddy1926@outlook.com,"49 Nehru Street, Patna - 676439",7817338315,14.3,26.4,84,0,6.87,Pass
3277,Veer Bhattacharya,veer.bhattacharya4106@gmail.com,"172 Park Drive, Ghaziabad - 767775",8713807234,30,25.2,40,2,4.77,Fail
3278,Ananya Roy,ananya.roy6845@yahoo.com,"187 Gandhi Road, Chandigarh - 938625",9319880399,22.6,20.3,81,0,7.33,Fail
3279,Swati Roy,swati.roy6176@outlook.com,"51 Main Square, Visakhapatnam - 442396",9093209850,16.8,22.8,52,3,7.69,Pass
3280,Diya Patel,diya.patel8175@hotmail.com,"99 Market Lane, Ludhiana - 620084",9494115065,20.9,16.4,73,0,7.18,Fail
3281,Neha Kumar,neha.kumar7830@gmail.com,"163 Park Road, Bangalore - 370594",7401597987,22.3,22.6,91,0,6.38,Pass
3282,Pooja Sinha,pooja.sinha1228@protonmail.com,"241 Nehru Road, Nashik - 100573",9674409688,24.8,23.7,43,0,6.21,Pass
3283,Shreya Singh,shreya.singh2012@protonmail.com,"408 Park Circle, Surat - 193675",9419208372,26.0,24.7,42,0,N/A,Pass
3284,Divya Khanna,divya.khanna1492@protonmail.com,"488 Park Circle, Kolkata - 131052",7438793639,11.3,20.2,93,0,N/A,Pass
3285,Akshay Iyer,akshay.iyer2137@icloud.com,"205 Main Circle, Noida - 959733",7953422210,24.5,22.1,57,0,6.22,Fail
3286,Rohan Srivastava,rohan.srivastava2010@hotmail.com,"450 Patel Path, Patna - 405809",9343527427,27.7,27.8,73,0,8.87,Pass
3287,Yash Saxena,yash.saxena4824@yahoo.com,"381 Park Road, Visakhapatnam - 636047",8719410167,20.0,30,100,0,6.44,Pass
3288,Yash Mishra,yash.mishra5229@yahoo.com,"34 Patel Boulevard, Visakhapatnam - 369611",8974699078,21.4,24.6,95,0,7.54,Pass
3289,Akshay Bose,akshay.bose4728@gmail.com,"50 Rajendra Circle, Agra - 784998",6000110665,14.4,14.8,67,0,8.2,Pass
3290,Aditya Bose,aditya.bose7932@rediffmail.com,"220 Gandhi Circle, Coimbatore - 493993",6262966709,18.6,24.2,84,0,6.7,Fail
3291,Simran Iyer,simran.iyer8174@yahoo.com,"122 Nehru Avenue, Kochi - 786180",9362736510,18.5,11.6,46,0,7.39,Pass
3292,Diya Roy,diya.roy5249@gmail.com,"131 Main Drive, Pune - 596783",6211063357,12.3,10.0,75,0,6.61,Pass
3293,Aisha Desai,aisha.desai2781@rediffmail.com,"11 Gandhi Path, Delhi - 728059",8450353234,9.4,18.9,68,0,6.15,Fail
3294,Tanvi Bose,tanvi.bose2826@hotmail.com,"40 Shivaji Road, Bangalore - 725819",8996523471,20.9,28.7,86,0,7.2,Fail
3295,Aisha Singh,aisha.singh8374@rediffmail.com,"377 Main Square, Gurgaon - 937875",7527156319,30,16.0,69,0,N/A,Pass
3296,Ananya Malhotra,ananya.malhotra3965@gmail.com,"95 Gandhi Square, Chandigarh - 622578",7486987454,23.0,9.9,53,3,N/A,Pass
3297,Veer Sen,veer.sen1912@hotmail.com,"48 Rajendra Boulevard, Thiruvananthapuram - 282944",9124136411,21.8,23.4,71,0,7.7,Fail
3298,Isha Choudhury,isha.choudhury2484@gmail.com,"312 Nehru Lane, Delhi - 560626",7144903196,29.1,18.6,72,0,7.95,Pass
3299,Varun Sharma,varun.sharma5405@rediffmail.com,"70 Gandhi Avenue, Ranchi - 772134",6763189846,9.4,28.8,83,0,8.41,Pass
3300,Priya Bhat,priya.bhat3464@outlook.com,"300 Gandhi Circle, Chennai - 333337",6884708570,16.1,21.6,55,0,7.29,Fail
3301,Neha Bose,neha.bose3409@gmail.com,"55 Main Circle, Indore - 296843",8905102094,20.4,23.5,76,2,7.32,Pass
3302,Sanjay Gupta,sanjay.gupta3747@icloud.com,"88 Main Court, Chandigarh - 923502",7753833390,15.0,29.4,88,0,7.55,Fail
3303,Neha Bhat,neha.bhat205@rediffmail.com,"500 Gandhi Court, Patna - 560961",7727807942,21.2,30,67,0,6.93,Fail
3304,Tanvi Malhotra,tanvi.malhotra7323@gmail.com,"191 Park Drive, Ahmedabad - 178133",9590312708,18.3,17.2,90,0,5.33,Fail
3305,Rishi Saxena,rishi.saxena3799@rediffmail.com,"64 Park Avenue, Thiruvananthapuram - 319012",9852786935,18.0,24.1,50,2,5.51,Fail
3306,Aarav Nair,aarav.nair3821@hotmail.com,"165 Market Avenue, Agra - 376616",6865327729,21.0,19.3,75,0,6.52,Pass
3307,Akshay Sharma,akshay.sharma2242@protonmail.com,"467 Nehru Circle, Chandigarh - 720295",7424701836,6.6,18.0,54,0,6.87,Fail
3308,Neha Malhotra,neha.malhotra555@outlook.com,"396 Main Square, Visakhapatnam - 536305",9851300294,14.8,26.8,53,0,5.62,Fail
3309,Yash Sen,yash.sen1538@gmail.com,"494 Gandhi Path, Coimbatore - 330916",6555377116,6.8,19.7,93,0,N/A,Pass
3310,Aisha Patel,aisha.patel7653@gmail.com,"397 Rajendra Circle, Nashik - 761678",7412999700,25.1,23.6,48,2,6.36,Pass
3311,Rahul Mishra,rahul.mishra3000@icloud.com,"139 Patel Boulevard, Chennai - 413057",9695341005,20.7,23.4,63,0,6.43,Pass
3312,Sanjay Arora,sanjay.arora9937@gmail.com,"172 Rajendra Square, Thiruvananthapuram - 562587",6555707002,26.1,1.5,98,0,8.02,Pass
3313,Divya Nair,divya.nair5266@gmail.com,"472 Park Drive, Vadodara - 890133",9424774596,0.9,16.5,85,0,7.76,Pass
3314,Kavya Gupta,kavya.gupta560@hotmail.com,"134 Main Path, Patna - 189046",8155335116,7.0,24.6,57,0,7.69,Pass
3315,Akshay Jain,akshay.jain9787@protonmail.com,"125 Main Street, Bangalore - 334962",8631857213,22.7,23.2,80,0,6.0,Pass
3316,Rohan Srivastava,rohan.srivastava4185@icloud.com,"403 Nehru Square, Kochi - 424356",8210555784,23.7,20.4,41,2,6.78,Pass
3317,Pooja Iyer,pooja.iyer8783@icloud.com,"226 Gandhi Lane, Kochi - 526024",6506240251,25.8,13.9,67,0,7.28,Pass
3318,Diya Jain,diya.jain5439@protonmail.com,"41 Park Court, Hyderabad - 278928",6944479565,22.5,27.5,43,0,6.68,Pass
3319,Varun Singh,varun.singh7205@icloud.com,"430 Park Circle, Jaipur - 174613",9231705621,19.3,7.3,94,0,7.06,Fail
3320,Divya Dutta,divya.dutta2570@protonmail.com,"127 Park Drive, Bhopal - 521529",9248724788,6.3,30,46,0,6.52,Pass
3321,Nidhi Jain,nidhi.jain2959@hotmail.com,"350 Nehru Road, Ghaziabad - 668583",7840407563,27.2,28.2,57,1,6.15,Pass
3322,Akshay Arora,akshay.arora1522@protonmail.com,"440 Nehru Boulevard, Gurgaon - 703198",8611264363,14.3,13.6,94,0,8.38,Pass
3323,Kavya Bansal,kavya.bansal8253@outlook.com,"287 Main Circle, Mysore - 355753",9754754706,9.6,14.7,76,3,7.25,Pass
3324,Anjali Khanna,anjali.khanna2435@hotmail.com,"58 Park Court, Bhopal - 228576",9212098679,6.2,23.2,67,0,8.34,Pass
3325,Tanvi Malhotra,tanvi.malhotra5986@yahoo.com,"195 Nehru Lane, Indore - 704888",7781260393,21.4,11.1,94,0,7.43,Fail
3326,Rishi Nair,rishi.nair9433@gmail.com,"14 Gandhi Square, Coimbatore - 924427",7080255159,23.7,20.6,57,0,7.06,Pass
3327,Rishi Khanna,rishi.khanna7678@gmail.com,"70 Gandhi Street, Ludhiana - 189708",8506572511,15.0,17.7,93,0,6.58,Pass
3328,Akshay Verma,akshay.verma6075@outlook.com,"323 Rajendra Circle, Jaipur - 380092",8827998427,16.8,8.8,81,0,6.82,Pass
3329,Varun Sen,varun.sen4458@yahoo.com,"2 Gandhi Street, Nashik - 458049",7351564668,10.8,17.5,99,0,6.15,Fail
3330,Amit Bhat,amit.bhat6384@rediffmail.com,"168 Patel Street, Ludhiana - 682298",8708066087,17.1,9.7,67,0,5.34,Pass
3331,Priya Dutta,priya.dutta7623@outlook.com,"349 Nehru Boulevard, Noida - 280858",8547728970,22.4,26.0,93,3,7.28,Pass
3332,Veer Das,veer.das8619@hotmail.com,"72 Nehru Circle, Hyderabad - 540481",8867516624,21.5,21.7,83,0,N/A,Fail
3333,Diya Roy,diya.roy2854@hotmail.com,"311 Market Path, Delhi - 203923",9604631421,12.4,26.3,73,0,7.16,Pass
3334,Swati Patel,swati.patel3232@yahoo.com,"387 Nehru Drive, Mumbai - 248289",7357948167,25.7,20.4,67,1,9.05,Pass
3335,Kavya Kumar,kavya.kumar9057@gmail.com,"47 Shivaji Drive, Nagpur - 469580",6981846815,12.7,16.6,97,0,N/A,Pass
3336,Amit Bansal,amit.bansal7581@rediffmail.com,"464 Park Boulevard, Visakhapatnam - 474581",8942590039,25.8,28.4,92,0,10.0,Fail
3337,Aryan Pandey,aryan.pandey7099@protonmail.com,"297 Nehru Lane, Pune - 701839",8552332955,15.4,14.9,70,2,6.51,Pass
3338,Isha Mishra,isha.mishra3980@outlook.com,"369 Patel Avenue, Lucknow - 758305",8820620666,18.5,30,86,3,6.6,Pass
3339,Pooja Srivastava,pooja.srivastava1232@outlook.com,"82 Gandhi Street, Varanasi - 446037",8849835651,15.4,11.0,49,2,7.56,Fail
3340,Neha Sen,neha.sen7642@yahoo.com,"203 Patel Circle, Nashik - 352280",8168431920,22.1,25.5,56,3,7.67,Pass
3341,Ananya Jain,ananya.jain6189@icloud.com,"318 Shivaji Path, Kolkata - 975405",8655370534,20.9,20.8,43,0,N/A,Pass
3342,Aarav Sinha,aarav.sinha1685@rediffmail.com,"36 Market Drive, Mysore - 943552",8956983480,28.2,0.3,51,0,7.77,Pass
3343,Aisha Mishra,aisha.mishra3647@icloud.com,"184 Gandhi Street, Bangalore - 710733",7589273430,26.4,13.5,41,2,6.0,Fail
3344,Divya Bhat,divya.bhat952@protonmail.com,"24 Park Circle, Jaipur - 694781",7379862743,19.8,8.8,91,0,9.08,Pass
3345,Rishi Malhotra,rishi.malhotra7434@yahoo.com,"121 Patel Street, Bangalore - 982335",6032863194,25.3,29.1,75,1,6.39,Fail
3346,Naman Patel,naman.patel3429@rediffmail.com,"196 Gandhi Boulevard, Ranchi - 826099",9274419863,13.1,30,60,2,7.67,Pass
3347,Aditya Srivastava,aditya.srivastava4544@icloud.com,"242 Park Road, Varanasi - 684175",6595624978,30,23.5,87,0,5.32,Fail
3348,Naman Sharma,naman.sharma2485@outlook.com,"208 Rajendra Boulevard, Thiruvananthapuram - 893347",9575717884,30,13.7,94,0,6.02,Fail
3349,Aryan Verma,aryan.verma5200@outlook.com,"180 Main Boulevard, Kolkata - 288180",8539334777,13.4,16.3,87,0,N/A,Fail
3350,Simran Nair,simran.nair4234@gmail.com,"379 Market Circle, Mysore - 623239",6407345524,15.2,26.9,90,0,4.07,Pass
3351,Varun Desai,varun.desai8039@gmail.com,"286 Market Square, Chandigarh - 873867",9495277441,12.1,18.3,97,2,7.78,Fail
3352,Shreya Dutta,shreya.dutta2384@protonmail.com,"208 Patel Street, Gurgaon - 664992",6301348678,19.5,17.1,92,0,4.97,Fail
3353,Naman Chopra,naman.chopra4139@rediffmail.com,"486 Patel Street, Lucknow - 249925",8564555700,1.7,17.5,47,0,5.05,Pass
3354,Aryan Das,aryan.das8840@gmail.com,"225 Main Street, Visakhapatnam - 660857",6167626832,19.2,25.0,70,0,6.78,Pass
3355,Rahul Das,rahul.das786@hotmail.com,"129 Park Circle, Thiruvananthapuram - 187599",8162172401,5.7,21.0,45,0,5.58,Fail
3356,Bhavna Saxena,bhavna.saxena107@gmail.com,"461 Patel Circle, Noida - 362586",7472102368,24.6,18.0,67,0,4.66,Pass
3357,Simran Verma,simran.verma1522@rediffmail.com,"372 Market Lane, Noida - 896628",7711430524,19.3,18.9,80,0,6.98,Pass
3358,Priya Choudhury,priya.choudhury5966@rediffmail.com,"249 Rajendra Avenue, Visakhapatnam - 969011",9955437375,26.3,13.0,46,0,N/A,Pass
3359,Anjali Roy,anjali.roy4705@protonmail.com,"239 Shivaji Drive, Coimbatore - 988529",6389141826,16.0,15.6,88,0,5.1,Fail
3360,Bhavna Sharma,bhavna.sharma2446@hotmail.com,"252 Main Road, Ranchi - 523029",7082427190,23.9,18.4,55,0,5.6,Fail
3361,Aisha Desai,aisha.desai1740@hotmail.com,"64 Shivaji Circle, Patna - 497185",6775325564,25.1,18.3,91,0,7.35,Fail
3362,Arjun Verma,arjun.verma5904@yahoo.com,"442 Shivaji Court, Chandigarh - 297141",7476281093,14.7,16.0,95,0,6.29,Fail
3363,Vivaan Mishra,vivaan.mishra4404@gmail.com,"314 Patel Court, Thiruvananthapuram - 585582",7928896844,14.2,15.0,47,0,6.36,Pass
3364,Neha Khanna,neha.khanna9243@yahoo.com,"489 Main Street, Jaipur - 551512",6782174424,23.2,24.3,40,0,5.17,Fail
3365,Aditya Mishra,aditya.mishra4530@rediffmail.com,"442 Rajendra Circle, Kochi - 754122",6517435134,8.6,20.8,43,1,N/A,Pass
3366,Sanjay Bhat,sanjay.bhat8689@rediffmail.com,"13 Market Circle, Visakhapatnam - 375656",8807766471,13.3,8.8,60,0,4.0,Fail
3367,Varun Iyer,varun.iyer7910@yahoo.com,"463 Main Court, Lucknow - 288691",9320517205,13.2,13.2,72,3,7.76,Pass
3368,Priya Singh,priya.singh6079@protonmail.com,"72 Gandhi Road, Indore - 983124",8858446393,22.6,22.9,56,0,5.51,Fail
3369,Harsh Singh,harsh.singh5931@gmail.com,"107 Park Court, Nagpur - 380215",6202811244,15.4,17.2,58,0,7.21,Fail
3370,Aarav Bhat,aarav.bhat4241@protonmail.com,"474 Main Boulevard, Coimbatore - 491834",6717548784,4.4,12.0,53,1,6.59,Fail
3371,Kritika Arora,kritika.arora9576@hotmail.com,"230 Rajendra Court, Bhopal - 978041",7770504710,14.3,28.0,51,0,6.09,Pass
3372,Naman Malhotra,naman.malhotra6751@icloud.com,"24 Patel Road, Chennai - 416324",6169360951,21.8,30,79,0,7.25,Pass
3373,Yash Mishra,yash.mishra9489@hotmail.com,"446 Rajendra Square, Lucknow - 317645",9977880339,17.8,23.8,87,0,7.32,Fail
3374,Sahil Pandey,sahil.pandey9052@icloud.com,"61 Gandhi Street, Mysore - 669429",8261608307,23.9,15.8,54,0,4.64,Fail
3375,Neha Das,neha.das769@yahoo.com,"102 Main Boulevard, Chennai - 949819",7027857949,11.2,15.6,89,0,5.79,Fail
3376,Amit Bhat,amit.bhat274@hotmail.com,"3 Main Boulevard, Ahmedabad - 912419",9284464369,12.6,21.4,42,0,6.7,Pass
3377,Nidhi Jain,nidhi.jain6866@outlook.com,"104 Shivaji Court, Mumbai - 474262",7085341159,10.2,6.7,89,1,6.37,Fail
3378,Aditya Arora,aditya.arora7553@gmail.com,"48 Market Boulevard, Bhopal - 624273",6299482425,26.7,24.8,65,0,5.49,Fail
3379,Naman Srivastava,naman.srivastava3092@outlook.com,"236 Market Court, Nagpur - 781754",6071787344,5.9,10.8,40,0,6.37,Pass
3380,Nidhi Das,nidhi.das8588@gmail.com,"449 Market Circle, Nashik - 149231",8996896017,22.9,27.6,64,0,N/A,Pass
3381,Rohan Das,rohan.das7376@rediffmail.com,"69 Market Boulevard, Hyderabad - 798170",9902093932,18.4,20.8,43,0,8.31,Fail
3382,Shreya Rao,shreya.rao8705@outlook.com,"283 Main Boulevard, Patna - 659923",7121308394,18.2,9.0,74,3,7.87,Fail
3383,Aryan Sharma,aryan.sharma3004@gmail.com,"111 Park Court, Ludhiana - 130988",9315328997,17.9,12.3,43,3,6.23,Pass
3384,Kritika Singh,kritika.singh3477@outlook.com,"269 Market Path, Ludhiana - 981805",7884696831,27.4,26.4,95,0,N/A,Fail
